publication_number,application_number,country_code,kind_code,application_kind,application_number_formatted,pct_number,family_id,spif_publication_number,spif_application_number,title_localized.text,title_localized.language,title_localized.truncated,abstract_localized.text,abstract_localized.language,abstract_localized.truncated,claims_localized.text,claims_localized.language,claims_localized.truncated,claims_localized_html.text,claims_localized_html.language,claims_localized_html.truncated,description_localized.text,description_localized.language,description_localized.truncated,description_localized_html.text,description_localized_html.language,description_localized_html.truncated,publication_date,filing_date,grant_date,priority_date,priority_claim.publication_number,priority_claim.application_number,priority_claim.npl_text,priority_claim.type,priority_claim.category,priority_claim.filing_date,inventor,inventor_harmonized.name,inventor_harmonized.country_code,assignee,assignee_harmonized.name,assignee_harmonized.country_code,examiner.name,examiner.department,examiner.level,uspc.code,uspc.inventive,uspc.first,uspc.tree,ipc.code,ipc.inventive,ipc.first,ipc.tree,cpc.code,cpc.inventive,cpc.first,cpc.tree,fi.code,fi.inventive,fi.first,fi.tree,fterm.code,fterm.inventive,fterm.first,fterm.tree,locarno.code,locarno.inventive,locarno.first,locarno.tree,citation.publication_number,citation.application_number,citation.npl_text,citation.type,citation.category,citation.filing_date,parent.publication_number,parent.application_number,parent.npl_text,parent.type,parent.category,parent.filing_date,child.publication_number,child.application_number,child.npl_text,child.type,child.category,child.filing_date,entity_status,art_unit
CN-218282797-U,CN-202222471940-U,CN,U,U,CN 202222471940,,84815795,CN218282797U,CN202222471940,High photomask material cleaning equipment,en,FALSE,"The utility model relates to a photomask technical field&#39;s a high photomask material clean equipment, comprises an operation bench, the inside clean pond of having seted up of operation panel, the operation panel upside is equipped with puts the thing board, the upside of putting the thing board is equipped with air-blower and air heater, the air-blower downside is equipped with the blast pipe, the blast pipe front surface is equipped with first aerofoil and second aerofoil. Compared with the prior art, through the clean pond that sets up, the breakwater, the drainage chute, the circulation connects the groove, the air-blower, first aerofoil, go out wind groove and second aerofoil, the device of being convenient for is in the use, connect the groove with the inside cavity intercommunication of clean pond after will circulating, utilize the air current that the air-blower produced, blow the remaining cleaning solution of photomask upper and lower two sides to the breakwater inner wall, then the landing is behind drainage chute, connect the groove via the circulation and get into inside the clean pond, the cyclic utilization of cleaning solution has been accomplished, waste is reduced, the frequency of adding of cleaning solution has been slowed down.",en,FALSE,,,,,,,,,,,,,20230113,20220919,20230113,20220919,,CN-202222471940-U,,,,20220919,XU BINWEI,XU BINWEI,,嘉兴环亚包装有限公司,Jiaxing huanya packaging co ltd,,,,,,,,,B08B3/10,TRUE,FALSE,,Y02W30/62,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,一种高遮光膜材料洁净设备,zh,FALSE,"本实用新型涉及遮光膜技术领域的一种高遮光膜材料洁净设备，包括操作台,所述操作台内部开设有清洁池，所述操作台上侧装配有置物板，所述置物板的上侧装配有鼓风机以及热风机，所述鼓风机下侧装配有鼓风管，所述鼓风管前表面装配有第一风板以及第二风板。与现有技术相比，通过设置的清洁池、挡水板、排水斜槽、循环接槽、鼓风机、第一风板、出风槽以及第二风板，便于该装置在使用过程中，将循环接槽与清洁池内部空腔连通后，利用鼓风机产生的气流，将遮光膜上下两面残留的清洁液吹至挡水板内壁，而后滑落至排水斜槽后，经由循环接槽进入清洁池内部，完成了清洁液的循环利用，减少了浪费，减缓了清洁液的添加频率。",zh,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B08B1/02,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F26B21/00,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B08B13/00,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN-218283903-U,CN-202221425229-U,CN,U,U,CN 202221425229,,84787583,CN218283903U,CN202221425229,Cutting device for acoustic pipe production,en,FALSE,"The utility model relates to a cutting device for production of sounding pipe, include: the base is horizontally provided with an arc-shaped groove matched with the outer wall of the sounding pipe in a penetrating manner; a ball bearing; the cutting blade is arranged on the base in a manner of moving up and down through the mounting seat, and is positioned above the arc-shaped groove; the ball rolling inlays and establishes in the arc recess, the ball protrusion sets up in the arc recess, the sounding pipe is located cutting blade&#39;s removal route, contradict with the ball when the sounding pipe is located the arc recess and be connected. The utility model has the advantages that: the sounding pipe moves through the balls when moving and adjusting on the base, and the sounding pipe can move transversely on the base along the axial direction of the sounding pipe to adjust the cutting position and can roll in the arc-shaped groove to enable the cutting to be more convenient, so that the adjustment and the movement are more convenient.",en,FALSE,,,,,,,,,,,,,20230113,20220607,20230113,20220607,,CN-202221425229-U,,,,20220607,GUAN JIAN,GUAN JIAN,,浙江上亿科技有限公司,ZHEJIANG SHANGYI TECH CO LTD,,,,,,,,,B23D19/00,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,一种用于声测管生产的切割装置,zh,FALSE,本实用新型涉及一种用于声测管生产的切割装置，包括：底座，所述底座上水平贯穿设有与声测管外壁相匹配的弧形凹槽；滚珠；切割刀片，所述切割刀片通过安装座上下移动的设在底座上，所述切割刀片位于弧形凹槽的上方；其中，所述滚珠滚动的嵌设在弧形凹槽内，所述滚珠凸出于弧形凹槽设置，所述声测管位于切割刀片的移动路径上，所述声测管位于弧形凹槽内时与滚珠抵触连接。本实用新型的有益效果为：声测管在底座上移动调整时通过滚珠来进行移动，声测管在底座上既可沿其轴向进行横向的移动来调整切割的位置还能在弧形凹槽内滚动来使切割更加的方便，使调整移动更加的方便。,zh,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B23D33/02,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN-218284164-U,CN-202222357784-U,CN,U,U,CN 202222357784,,84813173,CN218284164U,CN202222357784,Upset cutting device of environment-friendly panel rack,en,FALSE,"The utility model discloses an environment-friendly panel processing equipment technical field&#39;s an upset cutting device of environment-friendly panel rack, including box, backup pad, the door body, first electronic slide rail, first electronic slider install bin, dust remover and control panel, backup pad fixed connection be in downside between the lateral wall about the inner chamber of box, the door body articulates the preceding lateral wall of box, first electronic slide rail fixed connection be in lateral wall upside about the inner chamber of box, first electronic slider is located the inboard of first electronic slide rail, this upset cutting device of environment-friendly panel rack, structural design is reasonable, has realized cutting device self-cleaning, has reduced the work burden in the operating personnel, when having avoided laser cutting device to use, can produce a large amount of smoke and dust, influences workman&#39;s health to and pollute whole operational environment, be favorable to protecting workman health and whole operational environment.",en,FALSE,,,,,,,,,,,,,20230113,20220906,20230113,20220906,,CN-202222357784-U,,,,20220906,Zou Jitang,Zou Jitang,,烟台硕达机电设备有限公司,YANTAI SHUODA ELECTROMECHANICAL EQUIPMENT CO LTD,,,,,,,,,B23K26/70,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,一种环保型板材机柜的翻转切割装置,zh,FALSE,本实用新型公开了环保型板材加工设备技术领域的一种环保型板材机柜的翻转切割装置，包括箱体、支撑板、门体、第一电动滑轨、第一电动滑块安装箱、除尘器和控制面板，所述支撑板固定连接在所述箱体的内腔左右侧壁之间下侧，所述门体铰接在所述箱体的前侧壁，所述第一电动滑轨固定连接在所述箱体的内腔左右侧壁上侧，所述第一电动滑块位于所述第一电动滑轨的内侧，该环保型板材机柜的翻转切割装置，结构设计合理，实现了切割装置自动清洁，降低了操作人员内的工作负担，避免了激光切割装置使用时，会产生大量的烟尘，影响工人身体健康，以及污染整个工作环境，有利于保护工人健康以及整个工作环境。,zh,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B23K26/16,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B23K26/38,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN-218284644-U,CN-202220903114-U,CN,U,U,CN 202220903114,,84803683,CN218284644U,CN202220903114,Frock clamp is used in transmission shaft processing,en,FALSE,"The utility model belongs to the technical field of the transmission shaft processing technique and specifically relates to a frock clamp is used in transmission shaft processing, comprising a base plate, bottom plate upper surface one side fixed mounting has the tailstock, bottom plate upper surface opposite side fixed mounting has CNC computer numerical control graduated disk, the equal fixed mounting in tailstock side surface and CNC computer numerical control graduated disk side surface has the L board, the L board is provided with two, two fixedly connected with bridge plate between the L board, the equal fixed mounting in bridge plate upper surface both sides has spacing post, the fixed second lever hydro-cylinder that is equipped with in spacing post one side, the lever upper end fixedly connected with floating clamp plate of second lever hydro-cylinder, the utility model discloses in, through V-arrangement briquetting and the clamp plate that sets up, can fix a position a plurality of transmission shafts simultaneously fixedly, simultaneously, need not to carry out the centre gripping simultaneously to the transmission shaft both ends, effectively enlarge machining area, avoid sheltering from the processing head.",en,FALSE,,,,,,,,,,,,,20230113,20220419,20230113,20220419,,CN-202220903114-U,,,,20220419,GAO ANFENG,GAO ANFENG,,杭州卫东数控机电有限公司,HANGZHOU WEIDONG NUMERICAL CONTROL ELECTROMECHANICAL CO LTD,,,,,,,,,B23Q3/08,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,一种传动轴加工用工装夹具,zh,FALSE,本实用新型涉及传动轴加工技术领域，尤其为一种传动轴加工用工装夹具，包括底板，所述底板上表面一侧固定安装有尾座，所述底板上表面另一侧固定安装有CNC电脑数控分度盘，所述尾座一侧表面和CNC电脑数控分度盘一侧表面均固定安装有L板，所述L板设置有两个，两个所述L板之间固定连接有桥板，所述桥板上表面两侧均固定安装有限位柱，所述限位柱一侧固定设有第二杠杆油缸，所述第二杠杆油缸的杠杆上端固定连接有浮动压板，本实用新型中，通过设置的V形压块和压板，能够同时对多个传动轴进行定位固定，同时，无需对传动轴两端同时进行夹持，有效扩大加工面积，避免对加工头进行遮挡。,zh,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B23Q1/25,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN-218286602-U,CN-202220879994-U,CN,U,U,CN 202220879994,,84803292,CN218286602U,CN202220879994,Injection mold based on internal thread injection molding is used,en,FALSE,"The utility model discloses an injection mold based on internal thread injection molding is used, comprising a base plate, the last fixed surface of bottom plate is connected with two risers, two the common fixedly connected with roof of the upper surface of riser, the last fixed surface of roof is connected with the motor, the last fixed surface of roof inlays and has two bearings, every the equal fixedly connected with threaded rod of inner circle of bearing, every the first belt pulley of the equal fixedly connected with in top of threaded rod, the output fixedly connected with second belt pulley of motor. This injection mold based on internal thread injection molding is used, through the cooperation of the steady piece that sets up and steady piece, can make when going up the mould and removing more firm, can remove it simultaneously and carry on spacingly, through the cooperation of the reinforcement piece that sets up and draw-in groove board, utilize the connection between reinforcement piece and the draw-in groove board, can make and carry out inseparable butt joint between mould and the bed die to cause the influence to the quality of injection molding.",en,FALSE,,,,,,,,,,,,,20230113,20220417,20230113,20220417,,CN-202220879994-U,,,,20220417,PENG MING,PENG MING,,江华林源电子科技有限公司,JIANGHUA LINYUAN ELECTRONIC TECH CO LTD,,,,,,,,,B29C45/66,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,一种基于内螺纹注塑件用的注塑模具,zh,FALSE,本实用新型公开了一种基于内螺纹注塑件用的注塑模具，包括底板，所述底板的上表面固定连接有两个立板，两个所述立板的上表面共同固定连接有顶板，所述顶板的上表面固定连接有电机，所述顶板的上表面固定镶嵌有两个轴承，每个所述轴承的内圈均固定连接有螺纹杆，每个所述螺纹杆的顶端均固定连接有第一皮带轮，所述电机的输出端固定连接有第二皮带轮。该基于内螺纹注塑件用的注塑模具，通过设置的稳固块与稳固块的配合，可以使上模具移动时更加牢固，同时可以对其移动进行限位，通过设置的加固块与卡槽板的配合，利用加固块和卡槽板之间的连接，可以使上模具与下模具之间进行紧密的对接，以免对注塑件的质量造成影响。,zh,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B29C45/17,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN-218288164-U,CN-202222580714-U,CN,U,U,CN 202222580714,,84804309,CN218288164U,CN202222580714,Unmanned aerial vehicle storehouse platform elevating gear,en,FALSE,"The utility model relates to an unmanned aerial vehicle storehouse platform elevating gear, the on-line screen storage device comprises a base, the top fixed mounting of base has servo motor, the first gear of fixedly connected with on servo motor&#39;s the output shaft, the outside meshing of first gear has the second gear, the inside fixedly connected with screw thread pivot of second gear, the outside threaded connection of screw thread pivot has the screw thread cover shell, the top fixedly connected with lifter plate of screw thread cover shell, the top fixedly connected with dead lever of lifter plate, the outside sliding connection of dead lever has the backup pad, the top fixedly connected with blotter of backup pad. This unmanned aerial vehicle storehouse platform elevating gear makes the lifter plate go up and down to remove through starting servo motor and adjusts, and the screw easily strikes easily and easily leads to unmanned aerial vehicle to damage in the backup pad when avoiding unmanned aerial vehicle to descend, absorbs the impact force through blotter and buffer spring cooperation, avoids its collision in the twinkling of an eye or that lasts to cause the damage to it.",en,FALSE,,,,,,,,,,,,,20230113,20220928,20230113,20220928,,CN-202222580714-U,,,,20220928,LU ZHIHUI,LU ZHIHUI,,江苏科比特航空设备有限公司,JIANGSU KEBITE AVIATION EQUIPMENT CO LTD,,,,,,,,,B64F1/00,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,一种无人机库平台升降装置,zh,FALSE,本实用新型涉及一种无人机库平台升降装置，包括底座，所述底座的顶部固定安装有伺服电机，所述伺服电机的输出轴上固定连接有第一齿轮，所述第一齿轮的外部啮合有第二齿轮，所述第二齿轮的内部固定连接有螺纹转轴，所述螺纹转轴的外部螺纹连接有螺纹套壳，所述螺纹套壳的顶部固定连接有升降板，所述升降板的顶部固定连接有固定杆，所述固定杆的外部滑动连接有支撑板，所述支撑板的顶部固定连接有缓冲垫。该无人机库平台升降装置，通过启动伺服电机使升降板进行升降移动调节，避免无人机降落时螺旋桨容易撞击到支撑板上易导致无人机损坏，通过缓冲垫与缓冲弹簧配合吸收冲击力，避免其瞬间或持续的碰撞对其造成损伤。,zh,FALSE,,,,,,,,,,,,,,,,,,,,,,,SUN YAQUN,SUN YAQUN,,,,,,,,,,,,F16F15/067,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHEN JINYING,CHEN JINYING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XIAO HONGMIN,XIAO HONGMIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XIAO CHUYU,XIAO CHUYU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FENG TONG,FENG TONG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN-218288768-U,CN-202222874133-U,CN,U,U,CN 202222874133,,84809164,CN218288768U,CN202222874133,Storage device for track-free type compact file rack,en,FALSE,"The utility model discloses a no track formula archives are intensive storage device relates to archives and stores technical field, including box, transmission case and closing plate, the left surface of transmission case and the inside wall fixed connection of box, the inside of transmission case is equipped with two screw lead screws, and the right flank of transmission case is fixed to be inlayed and is had two first bearings. The utility model discloses a horizontal translation of regulating plate is adjusted, coordinate two locating plates, can drive closing plate and box separation, separation through closing plate and box, can outwards stretch out storage mechanism from the box is inside, through stretching out of storage mechanism, play the purpose of placing archives, through the antiport of screw lead screw, can make the regulating plate adjust back, be convenient for drive storage mechanism and retrieve inside the box, reach the purpose of storing archives, this mode need not to adopt the track in the use, solve and adopt the pull mode, the stability of archives getting in-process has been increased.",en,FALSE,,,,,,,,,,,,,20230113,20221031,20230113,20221031,,CN-202222874133-U,,,,20221031,YANG SHAOJUN,YANG SHAOJUN,,新义顺(河南)办公机具有限公司,XINYISHUN HENAN OFFICE MACHINES AND TOOLS CO LTD,,,,,,,,,B65D25/52,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,一种无轨道式档案密集架储存装置,zh,FALSE,本实用新型公开了一种无轨道式档案密集架储存装置，涉及档案储存技术领域，包括箱体、传动箱和密封板，所述传动箱的左侧面与箱体的内侧壁固定连接，传动箱的内部设有两个螺纹丝杆，传动箱的右侧面固定镶嵌有两个第一轴承。本实用新型通过调节板的横向平移调节，配合两个定位板，能够带动密封板与箱体分离，通过密封板与箱体的分离，能够将储存机构从箱体内部向外伸出，通过储存机构的伸出，起到放置档案的目的，通过螺纹丝杆的反向转动，能够使调节板往回调节，便于带动储存机构收缩进箱体内部，达到对档案进行储存的目的，该方式在使用过程中无需采用轨道，解决采用抽拉方式，增加了档案取放过程中的稳定性。,zh,FALSE,,,,,,,,,,,,,,,,,,,,,,,Zhou Zhanfa,Zhou Zhanfa,,,,,,,,,,,,B65D25/28,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B65D25/24,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B65D25/04,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN-218288997-U,CN-202221287887-U,CN,U,U,CN 202221287887,,84787726,CN218288997U,CN202221287887,Container with ventilation mechanism,en,FALSE,"The utility model relates to a container technical field especially relates to a container with ventilation mechanism. The technical scheme comprises the following steps: container body, baffle, ventilation pipe, electric putter and connecting block, the ventilation pipe is installed in the embedding of container body one side outer wall, first cutting ferrule is installed to ventilation pipe inner wall one side, electric putter is installed in the inside rotation of first cutting ferrule, ventilation pipe one end outer wall is provided with the baffle, the baffle deviates from ventilation pipe one side outer wall and installs the connecting block, the second cutting ferrule is installed to baffle one side outer wall, the rotation of electric putter one end inside and outside wall is installed inside the second cutting ferrule, through setting up ventilation pipe, electric putter and baffle, has reached the effect that the security was deposited to the improvement goods, when guaranteeing that the container body is external to be linked together, can reach the purpose of separation container body and outside air circulation, avoids the inside article of container body to receive humid air&#39;s influence, has guaranteed depositing the security of article.",en,FALSE,,,,,,,,,,,,,20230113,20220526,20230113,20220526,,CN-202221287887-U,,,,20220526,WANG JIANWU,WANG JIANWU,,江苏四季阳光集装箱科技有限公司,JIANGSU SIJIYANGGUANG CONTAINER TECH CO LTD,,,,,,,,,B65D90/00,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,一种具有通风机构的集装箱,zh,FALSE,本实用新型涉及集装箱技术领域，尤其涉及一种具有通风机构的集装箱。其技术方案包括：集装箱本体、挡板、通风管、电动推杆和连接块，所述集装箱本体一侧外壁嵌入安装有通风管，所述通风管内壁一侧安装有第一卡套，所述第一卡套内部转动安装有电动推杆，所述通风管一端外壁设置有挡板，所述挡板背离通风管一侧外壁安装有连接块，所述挡板一侧外壁安装有第二卡套，所述电动推杆一端内外壁转动安装于第二卡套内部，通过设置通风管、电动推杆和挡板，达到了提高货物存放安全性的效果，保证集装箱本体外界相连通的同时，能够达到了阻隔集装箱本体与外界空气流通的目的，避免集装箱本体内部的物件受到潮湿空气的影响，保证了物件的存放安全性。,zh,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B65D88/74,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN-218289078-U,CN-202222572294-U,CN,U,U,CN 202222572294,,84804228,CN218289078U,CN202222572294,Inner barrel structure of dustbin,en,FALSE,"The utility model discloses an inner barrel structure of a dustbin; the garbage can comprises a garbage can outer frame, wherein an inner barrel is arranged inside the garbage can outer frame, the inner barrel comprises a first panel, a filtering panel, a liquid storage frame and a second panel, and the first panel and the second panel are respectively provided with two blocks which are mutually clamped together; the filtering panel and the liquid storage frame are fixed at the bottoms of the first panel and the second panel through a fastening assembly consisting of supporting legs and fastening screws; divide into by first panel, filter panel, second panel and hold the liquid frame and constitute interior bucket through the interior bucket with original overall structure, can come with its quick split when the cleaning and disinfection of follow-up, make original overall structure become a plurality of individual structures, thereby the convenience carries out thorough cleaning and disinfection to solitary individual, all expose each face, the abluent region has been enlarged, thereby avoid the appearance at clean dead angle, realize better cleaning and disinfection effect.",en,FALSE,,,,,,,,,,,,,20230113,20220928,20230113,20220928,,CN-202222572294-U,,,,20220928,Ju Shenyao,Ju Shenyao,,湖北耀邦环境产业集团有限公司,HUBEI YAOBANG ENVIRONMENTAL IND GROUP CO LTD,,,,,,,,,B65F1/14,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,一种垃圾箱的内桶结构,zh,FALSE,本实用新型公开了一种垃圾箱的内桶结构；涉及垃圾箱技术领域，具体包括垃圾箱外框，该垃圾箱外框的内部设置有内桶，所述内桶由包括第一面板、过滤面板、蓄液框以及第二面板组成，所述第一面板以及第二面板各有两块且相互卡接在一起；所述过滤面板以及蓄液框通过由支撑脚和紧固螺杆组成的紧固组件固定在第一面板与第二面板的底部；通过将原有整体结构的内桶分为由第一面板、过滤面板、第二面板以及蓄液框组成内桶，能够在后续的清洗消毒时能够将其快速的拆分开来，使原有的整体结构变为多个个体的结构，从而方便对单独的个体进行彻底的清洗消毒，将各个面都暴露出来，扩大了清洗的区域，从而避免清洁死角的出现，实现更好的清洁消毒效果。,zh,FALSE,,,,,,,,,,,,,,,,,,,,,,,JU JING,JU JING,,,,,,,,,,,,B65F7/00,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B65F1/08,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN-218289173-U,CN-202221470651-U,CN,U,U,CN 202221470651,,84787535,CN218289173U,CN202221470651,Feeding mechanism of bagged spring gluing machine,en,FALSE,"The utility model relates to a feeding mechanism of spring viscose machine in bags, its characterized in that: the welding cutting device comprises a channel changing feeding mechanism, a welding cutting mechanism and a belt conveying mechanism which are arranged in sequence; the lane changing and feeding mechanism comprises a lane changing base and a feeding mechanism which is slidably arranged on the lane changing base; the feeding mechanism comprises a plurality of groups of feeding channels; the welding cut-off mechanism is arranged between the lane changing feeding mechanism and the belt conveying mechanism; the belt conveying mechanism comprises two groups of conveying belts arranged in parallel, a clamping spring mechanism and a width adjusting mechanism; one end of each of the two groups of conveying belts is connected with a second driving motor for driving the conveying belts to run. The utility model draws a plurality of groups of bagged spring strips with different specifications of the feeding channels into the belt conveying mechanism through a group of movable spring clamping mechanisms, and the bagged spring strips are continuously conveyed into the gluing machine by the belt conveying mechanism; and the feeding baffle is arranged on the feeding channel, so that the bagged spring strip can be prevented from backing up, and the influence on normal feeding is avoided.",en,FALSE,,,,,,,,,,,,,20230113,20220613,20230113,20220613,,CN-202221470651-U,,,,20220613,DU YONGQIN,DU YONGQIN,,广东昱纶智能科技有限公司,GUANGDONG YULUN INTELLIGENT TECH CO LTD,,,,,,,,,B65G15/20,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,一种袋装弹簧粘胶机的送料机构,zh,FALSE,本实用新型涉及一种袋装弹簧粘胶机的送料机构，其特征在于：包括依次排列设置的换道进料机构、焊接切断机构和皮带输送机构；所述换道进料机构包括换道底座和可滑动地安装在该换道底座上的进料机构；所述进料机构包括若干组进料通道；所述焊接切断机构设在所述换道进料机构与皮带输送机构之间；所述皮带输送机构包括两组平行设置的输送皮带、夹簧机构和宽度调节机构；两组所述输送皮带的一端连接有驱动其运行的第二驱动电机。本实用新型通过一组可移动的夹簧机构将多组进料通道不同规格的袋装弹簧条拉到皮带输送机构中，由皮带输送机构将袋装弹簧条继续输送至粘胶机内；并且进料通道上设置有进料挡板，能够防止袋装弹簧条倒退，避免影响正常进料。,zh,FALSE,,,,,,,,,,,,,,,,,,,,,,,HUANG QILIAN,HUANG QILIAN,,,,,,,,,,,,B65G15/32,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN-218289708-U,CN-202222631067-U,CN,U,U,CN 202222631067,,84805598,CN218289708U,CN202222631067,Single-color offset press,en,FALSE,"The utility model discloses a monochromatic offset press, including offset press body and year flitch, the paper feed mouth has been seted up on the offset press body top side position, equal fixed mounting has side position cardboard on the outer wall of paper feed mouth both sides, fixed mounting has the flitch on the lateral wall of paper feed mouth below, equal fixed mounting has side position extension board on the outer wall of year flitch both sides, it has back extension board to carry the flitch to keep away from fixed mounting on the outer wall of paper feed mouth one side, two side extension board surface central point put equal fixed mounting have servo cylinder, servo cylinder&#39;s output swing joint has cylinder output rod, cylinder output rod top end fixed mounting has regular board, the utility model discloses can place the optional position at year flitch when placing the paper when the workman, need not the manual work and confirm repeatedly, increase work efficiency, through the regular mechanism that servo cylinder and regular board constitute, can carry out the regular to the paper, make it be in the intermediate position of pan feeding, error and deviation when reducing the paper pan feeding increase offset press.",en,FALSE,,,,,,,,,,,,,20230113,20221008,20230113,20221008,,CN-202222631067-U,,,,20221008,ZHAO LIANGFENG,ZHAO LIANGFENG,,广东泽惠自动化设备有限公司,GUANGDONG ZEHUI AUTOMATION EQUIPMENT CO LTD,,,,,,,,,B65H1/26,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,一种单色胶印机,zh,FALSE,本实用新型公开一种单色胶印机，包括胶印机本体和载料板，胶印机本体上方侧位上开设有入纸口，入纸口两侧外壁上均固定安装有侧位挡纸板，入纸口下方侧壁上固定安装有载料板，载料板两侧外壁上均固定安装有侧位延展板，载料板远离入纸口一侧外壁上固定安装有后延展板，两个侧位延展板外表面中心位置均固定安装有伺服气缸，伺服气缸的输出端活动连接有气缸输出杆，气缸输出杆顶端固定安装有规整板，本实用新型当工人在放置纸张时可放置在载料板的任意位置，无需人工进行反复确认，增加工作效率，通过伺服气缸和规整板组成的规整机构，可对纸张进行规整，使其处于入料的中间位置，降低纸张入料时的误差和偏差，增加胶印机的入纸质量。,zh,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B65H3/08,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B41F7/20,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
